window_index,deviation_score,smoothed_score,status,consecutive_exceedances,recommended_action,run,rul_label
2084,3.4258,4.3682,CRITICAL,112,Prioritize planned maintenance,dev_run_0,719.0
2085,2.8765,4.0699,CRITICAL,113,Prioritize planned maintenance,dev_run_0,718.0
2086,5.6389,4.3837,CRITICAL,114,Prioritize planned maintenance,dev_run_0,717.0
2087,4.4473,4.3964,CRITICAL,115,Prioritize planned maintenance,dev_run_0,716.0
2088,6.5872,4.8346,CRITICAL,116,Prioritize planned maintenance,dev_run_0,715.0
2089,3.0383,4.4753,CRITICAL,117,Prioritize planned maintenance,dev_run_0,714.0
2090,2.5249,4.0852,CRITICAL,118,Prioritize planned maintenance,dev_run_0,713.0
2091,4.8141,4.231,CRITICAL,119,Prioritize planned maintenance,dev_run_0,712.0
2092,3.4431,4.0734,CRITICAL,120,Prioritize planned maintenance,dev_run_0,711.0
2093,5.4511,4.349,CRITICAL,121,Prioritize planned maintenance,dev_run_0,710.0
2094,2.4874,3.9767,CRITICAL,122,Prioritize planned maintenance,dev_run_0,709.0
2095,3.0928,3.7999,CRITICAL,123,Prioritize planned maintenance,dev_run_0,708.0
2096,2.1444,3.4688,CRITICAL,0,Prioritize planned maintenance,dev_run_0,707.0
2097,4.0447,3.584,CRITICAL,1,Prioritize planned maintenance,dev_run_0,706.0
2098,3.9026,3.6477,CRITICAL,2,Prioritize planned maintenance,dev_run_0,705.0
2099,4.5386,3.8259,CRITICAL,3,Prioritize planned maintenance,dev_run_0,704.0
2100,3.457,3.7521,CRITICAL,4,Prioritize planned maintenance,dev_run_0,703.0
2101,4.0291,3.8075,CRITICAL,5,Prioritize planned maintenance,dev_run_0,702.0
2102,4.1039,3.8668,CRITICAL,6,Prioritize planned maintenance,dev_run_0,701.0
2103,5.9588,4.2852,CRITICAL,7,Prioritize planned maintenance,dev_run_0,700.0
2104,4.9193,4.412,CRITICAL,8,Prioritize planned maintenance,dev_run_0,699.0
2105,4.3692,4.4034,CRITICAL,9,Prioritize planned maintenance,dev_run_0,698.0
2106,4.8527,4.4933,CRITICAL,10,Prioritize planned maintenance,dev_run_0,697.0
2107,4.1486,4.4244,CRITICAL,11,Prioritize planned maintenance,dev_run_0,696.0
2108,4.2941,4.3983,CRITICAL,12,Prioritize planned maintenance,dev_run_0,695.0
2109,4.1229,4.3432,CRITICAL,13,Prioritize planned maintenance,dev_run_0,694.0
2110,4.0623,4.287,CRITICAL,14,Prioritize planned maintenance,dev_run_0,693.0
2111,4.0092,4.2315,CRITICAL,15,Prioritize planned maintenance,dev_run_0,692.0
2112,2.95,3.9752,CRITICAL,16,Prioritize planned maintenance,dev_run_0,691.0
2113,4.0523,3.9906,CRITICAL,17,Prioritize planned maintenance,dev_run_0,690.0
2114,2.6378,3.72,CRITICAL,18,Prioritize planned maintenance,dev_run_0,689.0
2115,8.4799,4.672,CRITICAL,19,Prioritize planned maintenance,dev_run_0,688.0
2116,5.1621,4.77,CRITICAL,20,Prioritize planned maintenance,dev_run_0,687.0
2117,7.9524,5.4065,CRITICAL,21,Prioritize planned maintenance,dev_run_0,686.0
2118,6.2202,5.5692,CRITICAL,22,Prioritize planned maintenance,dev_run_0,685.0
2119,2.6054,4.9765,CRITICAL,23,Prioritize planned maintenance,dev_run_0,684.0
2120,4.6427,4.9097,CRITICAL,24,Prioritize planned maintenance,dev_run_0,683.0
2121,4.1408,4.7559,CRITICAL,25,Prioritize planned maintenance,dev_run_0,682.0
2122,3.0969,4.4241,CRITICAL,26,Prioritize planned maintenance,dev_run_0,681.0
2123,8.9389,5.3271,CRITICAL,27,Prioritize planned maintenance,dev_run_0,680.0
2124,3.4361,4.9489,CRITICAL,28,Prioritize planned maintenance,dev_run_0,679.0
2125,4.2902,4.8171,CRITICAL,29,Prioritize planned maintenance,dev_run_0,678.0
2126,4.373,4.7283,CRITICAL,30,Prioritize planned maintenance,dev_run_0,677.0
2127,4.6378,4.7102,CRITICAL,31,Prioritize planned maintenance,dev_run_0,676.0
2128,4.3753,4.6432,CRITICAL,32,Prioritize planned maintenance,dev_run_0,675.0
2129,4.085,4.5316,CRITICAL,33,Prioritize planned maintenance,dev_run_0,674.0
2130,4.2718,4.4796,CRITICAL,34,Prioritize planned maintenance,dev_run_0,673.0
2131,3.5115,4.286,CRITICAL,35,Prioritize planned maintenance,dev_run_0,672.0
2132,4.0935,4.2475,CRITICAL,36,Prioritize planned maintenance,dev_run_0,671.0
2133,3.6967,4.1374,CRITICAL,37,Prioritize planned maintenance,dev_run_0,670.0
2134,3.7177,4.0534,CRITICAL,38,Prioritize planned maintenance,dev_run_0,669.0
2135,3.6375,3.9702,CRITICAL,39,Prioritize planned maintenance,dev_run_0,668.0
2136,7.1169,4.5996,CRITICAL,40,Prioritize planned maintenance,dev_run_0,667.0
2137,3.4943,4.3785,CRITICAL,41,Prioritize planned maintenance,dev_run_0,666.0
2138,4.6643,4.4357,CRITICAL,42,Prioritize planned maintenance,dev_run_0,665.0
2139,3.1183,4.1722,CRITICAL,43,Prioritize planned maintenance,dev_run_0,664.0
2140,3.8522,4.1082,CRITICAL,44,Prioritize planned maintenance,dev_run_0,663.0
2141,10.9993,5.4864,CRITICAL,45,Prioritize planned maintenance,dev_run_0,662.0
2142,8.1812,6.0254,CRITICAL,46,Prioritize planned maintenance,dev_run_0,661.0
2143,2.9801,5.4163,CRITICAL,47,Prioritize planned maintenance,dev_run_0,660.0
2144,2.8239,4.8978,CRITICAL,48,Prioritize planned maintenance,dev_run_0,659.0
2145,3.5803,4.6343,CRITICAL,49,Prioritize planned maintenance,dev_run_0,658.0
2146,5.9131,4.8901,CRITICAL,50,Prioritize planned maintenance,dev_run_0,657.0
2147,5.2739,4.9668,CRITICAL,51,Prioritize planned maintenance,dev_run_0,656.0
2148,4.5284,4.8792,CRITICAL,52,Prioritize planned maintenance,dev_run_0,655.0
2149,4.091,4.7215,CRITICAL,53,Prioritize planned maintenance,dev_run_0,654.0
2150,4.2352,4.6243,CRITICAL,54,Prioritize planned maintenance,dev_run_0,653.0
2151,3.5043,4.4003,CRITICAL,55,Prioritize planned maintenance,dev_run_0,652.0
2152,27.9935,9.1189,CRITICAL,56,Prioritize planned maintenance,dev_run_0,651.0
2153,4.4302,8.1812,CRITICAL,57,Prioritize planned maintenance,dev_run_0,650.0
2154,4.3964,7.4242,CRITICAL,58,Prioritize planned maintenance,dev_run_0,649.0
2155,4.4494,6.8293,CRITICAL,59,Prioritize planned maintenance,dev_run_0,648.0
2156,4.7894,6.4213,CRITICAL,60,Prioritize planned maintenance,dev_run_0,647.0
2157,5.8936,6.3157,CRITICAL,61,Prioritize planned maintenance,dev_run_0,646.0
2158,5.6387,6.1803,CRITICAL,62,Prioritize planned maintenance,dev_run_0,645.0
2159,4.0048,5.7452,CRITICAL,63,Prioritize planned maintenance,dev_run_0,644.0
2160,3.3893,5.274,CRITICAL,64,Prioritize planned maintenance,dev_run_0,643.0
2161,7.3221,5.6837,CRITICAL,65,Prioritize planned maintenance,dev_run_0,642.0
2162,4.5838,5.4637,CRITICAL,66,Prioritize planned maintenance,dev_run_0,641.0
2163,3.3463,5.0402,CRITICAL,67,Prioritize planned maintenance,dev_run_0,640.0
2164,3.627,4.7576,CRITICAL,68,Prioritize planned maintenance,dev_run_0,639.0
2165,3.4972,4.5055,CRITICAL,69,Prioritize planned maintenance,dev_run_0,638.0
2166,12.0089,6.0062,CRITICAL,70,Prioritize planned maintenance,dev_run_0,637.0
2167,6.4485,6.0946,CRITICAL,71,Prioritize planned maintenance,dev_run_0,636.0
2168,5.4257,5.9609,CRITICAL,72,Prioritize planned maintenance,dev_run_0,635.0
2169,3.0597,5.3806,CRITICAL,73,Prioritize planned maintenance,dev_run_0,634.0
2170,4.2453,5.1536,CRITICAL,74,Prioritize planned maintenance,dev_run_0,633.0
2171,5.128,5.1484,CRITICAL,75,Prioritize planned maintenance,dev_run_0,632.0
2172,2.4859,4.6159,CRITICAL,76,Prioritize planned maintenance,dev_run_0,631.0
2173,4.4434,4.5814,CRITICAL,77,Prioritize planned maintenance,dev_run_0,630.0
2174,4.4227,4.5497,CRITICAL,78,Prioritize planned maintenance,dev_run_0,629.0
2175,3.7712,4.394,CRITICAL,79,Prioritize planned maintenance,dev_run_0,628.0
2176,2.673,4.0498,CRITICAL,80,Prioritize planned maintenance,dev_run_0,627.0
2177,3.9547,4.0308,CRITICAL,81,Prioritize planned maintenance,dev_run_0,626.0
2178,4.5926,4.1431,CRITICAL,82,Prioritize planned maintenance,dev_run_0,625.0
2179,5.483,4.4111,CRITICAL,83,Prioritize planned maintenance,dev_run_0,624.0
2180,3.1229,4.1535,CRITICAL,84,Prioritize planned maintenance,dev_run_0,623.0
2181,3.4025,4.0033,CRITICAL,85,Prioritize planned maintenance,dev_run_0,622.0
2182,3.1538,3.8334,CRITICAL,86,Prioritize planned maintenance,dev_run_0,621.0
2183,4.4041,3.9475,CRITICAL,87,Prioritize planned maintenance,dev_run_0,620.0
2184,5.7132,4.3006,CRITICAL,88,Prioritize planned maintenance,dev_run_0,619.0
2185,3.9956,4.2396,CRITICAL,89,Prioritize planned maintenance,dev_run_0,618.0
2186,3.6607,4.1238,CRITICAL,90,Prioritize planned maintenance,dev_run_0,617.0
2187,4.8983,4.2787,CRITICAL,91,Prioritize planned maintenance,dev_run_0,616.0
2188,4.9156,4.4061,CRITICAL,92,Prioritize planned maintenance,dev_run_0,615.0
2189,2.7051,4.0659,CRITICAL,93,Prioritize planned maintenance,dev_run_0,614.0
2190,3.5474,3.9622,CRITICAL,94,Prioritize planned maintenance,dev_run_0,613.0
2191,4.1562,4.001,CRITICAL,95,Prioritize planned maintenance,dev_run_0,612.0
2192,6.1217,4.4251,CRITICAL,96,Prioritize planned maintenance,dev_run_0,611.0
2193,3.7467,4.2895,CRITICAL,97,Prioritize planned maintenance,dev_run_0,610.0
2194,4.2846,4.2885,CRITICAL,98,Prioritize planned maintenance,dev_run_0,609.0
2195,3.9926,4.2293,CRITICAL,99,Prioritize planned maintenance,dev_run_0,608.0
2196,3.9913,4.1817,CRITICAL,100,Prioritize planned maintenance,dev_run_0,607.0
2197,9.2069,5.1867,CRITICAL,101,Prioritize planned maintenance,dev_run_0,606.0
2198,4.6896,5.0873,CRITICAL,102,Prioritize planned maintenance,dev_run_0,605.0
2199,3.4601,4.7619,CRITICAL,103,Prioritize planned maintenance,dev_run_0,604.0
2200,3.9271,4.5949,CRITICAL,104,Prioritize planned maintenance,dev_run_0,603.0
2201,4.5276,4.5814,CRITICAL,105,Prioritize planned maintenance,dev_run_0,602.0
2202,3.3442,4.334,CRITICAL,106,Prioritize planned maintenance,dev_run_0,601.0
2203,5.7532,4.6178,CRITICAL,107,Prioritize planned maintenance,dev_run_0,600.0
2204,6.2004,4.9343,CRITICAL,108,Prioritize planned maintenance,dev_run_0,599.0
2205,7.7718,5.5018,CRITICAL,109,Prioritize planned maintenance,dev_run_0,598.0
2206,14.5647,7.3144,CRITICAL,110,Prioritize planned maintenance,dev_run_0,597.0
2207,4.0449,6.6605,CRITICAL,111,Prioritize planned maintenance,dev_run_0,596.0
2208,4.7273,6.2739,CRITICAL,112,Prioritize planned maintenance,dev_run_0,595.0
2209,4.2733,5.8738,CRITICAL,113,Prioritize planned maintenance,dev_run_0,594.0
2210,6.1273,5.9245,CRITICAL,114,Prioritize planned maintenance,dev_run_0,593.0
2211,2.4985,5.2393,CRITICAL,115,Prioritize planned maintenance,dev_run_0,592.0
2212,2.5517,4.7018,CRITICAL,116,Prioritize planned maintenance,dev_run_0,591.0
2213,6.877,5.1368,CRITICAL,117,Prioritize planned maintenance,dev_run_0,590.0
2214,2.7924,4.6679,CRITICAL,118,Prioritize planned maintenance,dev_run_0,589.0
2215,3.0391,4.3422,CRITICAL,119,Prioritize planned maintenance,dev_run_0,588.0
2216,3.2628,4.1263,CRITICAL,120,Prioritize planned maintenance,dev_run_0,587.0
2217,4.8687,4.2748,CRITICAL,121,Prioritize planned maintenance,dev_run_0,586.0
2218,3.9654,4.2129,CRITICAL,122,Prioritize planned maintenance,dev_run_0,585.0
2219,3.5089,4.0721,CRITICAL,123,Prioritize planned maintenance,dev_run_0,584.0
2220,3.6725,3.9922,CRITICAL,124,Prioritize planned maintenance,dev_run_0,583.0
2221,5.6664,4.327,CRITICAL,125,Prioritize planned maintenance,dev_run_0,582.0
2222,5.8924,4.6401,CRITICAL,126,Prioritize planned maintenance,dev_run_0,581.0
2223,4.3173,4.5755,CRITICAL,127,Prioritize planned maintenance,dev_run_0,580.0
2224,8.5429,5.369,CRITICAL,128,Prioritize planned maintenance,dev_run_0,579.0
2225,4.715,5.2382,CRITICAL,129,Prioritize planned maintenance,dev_run_0,578.0
2226,6.8245,5.5555,CRITICAL,130,Prioritize planned maintenance,dev_run_0,577.0
2227,4.1053,5.2654,CRITICAL,131,Prioritize planned maintenance,dev_run_0,576.0
2228,4.0134,5.015,CRITICAL,132,Prioritize planned maintenance,dev_run_0,575.0
2229,4.6253,4.9371,CRITICAL,133,Prioritize planned maintenance,dev_run_0,574.0
2230,11.0992,6.1695,CRITICAL,134,Prioritize planned maintenance,dev_run_0,573.0
2231,3.9961,5.7348,CRITICAL,135,Prioritize planned maintenance,dev_run_0,572.0
2232,7.9111,6.1701,CRITICAL,136,Prioritize planned maintenance,dev_run_0,571.0
2233,4.658,5.8677,CRITICAL,137,Prioritize planned maintenance,dev_run_0,570.0
2234,3.6406,5.4222,CRITICAL,138,Prioritize planned maintenance,dev_run_0,569.0
2235,2.4,4.8178,CRITICAL,139,Prioritize planned maintenance,dev_run_0,568.0
2236,4.7259,4.7994,CRITICAL,140,Prioritize planned maintenance,dev_run_0,567.0
2237,7.8257,5.4047,CRITICAL,141,Prioritize planned maintenance,dev_run_0,566.0
2238,3.618,5.0473,CRITICAL,142,Prioritize planned maintenance,dev_run_0,565.0
2239,5.0184,5.0416,CRITICAL,143,Prioritize planned maintenance,dev_run_0,564.0
2240,4.9105,5.0153,CRITICAL,144,Prioritize planned maintenance,dev_run_0,563.0
2241,4.1201,4.8363,CRITICAL,145,Prioritize planned maintenance,dev_run_0,562.0
2242,5.834,5.0358,CRITICAL,146,Prioritize planned maintenance,dev_run_0,561.0
2243,4.8903,5.0067,CRITICAL,147,Prioritize planned maintenance,dev_run_0,560.0
2244,3.2898,4.6634,CRITICAL,148,Prioritize planned maintenance,dev_run_0,559.0
2245,3.4189,4.4145,CRITICAL,149,Prioritize planned maintenance,dev_run_0,558.0
2246,14.5301,6.4376,CRITICAL,150,Prioritize planned maintenance,dev_run_0,557.0
2247,5.9333,6.3367,CRITICAL,151,Prioritize planned maintenance,dev_run_0,556.0
2248,3.8474,5.8389,CRITICAL,152,Prioritize planned maintenance,dev_run_0,555.0
2249,8.048,6.2807,CRITICAL,153,Prioritize planned maintenance,dev_run_0,554.0
2250,5.7424,6.173,CRITICAL,154,Prioritize planned maintenance,dev_run_0,553.0
2251,4.4539,5.8292,CRITICAL,155,Prioritize planned maintenance,dev_run_0,552.0
2252,8.085,6.2804,CRITICAL,156,Prioritize planned maintenance,dev_run_0,551.0
2253,4.5811,5.9405,CRITICAL,157,Prioritize planned maintenance,dev_run_0,550.0
2254,6.4125,6.0349,CRITICAL,158,Prioritize planned maintenance,dev_run_0,549.0
2255,3.8228,5.5925,CRITICAL,159,Prioritize planned maintenance,dev_run_0,548.0
2256,11.9156,6.8571,CRITICAL,160,Prioritize planned maintenance,dev_run_0,547.0
2257,9.2981,7.3453,CRITICAL,161,Prioritize planned maintenance,dev_run_0,546.0
2258,5.6097,6.9982,CRITICAL,162,Prioritize planned maintenance,dev_run_0,545.0
2259,11.5267,7.9039,CRITICAL,163,Prioritize planned maintenance,dev_run_0,544.0
2260,4.1788,7.1589,CRITICAL,164,Prioritize planned maintenance,dev_run_0,543.0
2261,5.7868,6.8845,CRITICAL,165,Prioritize planned maintenance,dev_run_0,542.0
2262,8.3753,7.1826,CRITICAL,166,Prioritize planned maintenance,dev_run_0,541.0
2263,3.5171,6.4495,CRITICAL,167,Prioritize planned maintenance,dev_run_0,540.0
2264,5.5919,6.278,CRITICAL,168,Prioritize planned maintenance,dev_run_0,539.0
2265,3.7934,5.7811,CRITICAL,169,Prioritize planned maintenance,dev_run_0,538.0
2266,3.52,5.3288,CRITICAL,170,Prioritize planned maintenance,dev_run_0,537.0
2267,3.6565,4.9944,CRITICAL,171,Prioritize planned maintenance,dev_run_0,536.0
2268,2.669,4.5293,CRITICAL,172,Prioritize planned maintenance,dev_run_0,535.0
2269,4.1952,4.4625,CRITICAL,173,Prioritize planned maintenance,dev_run_0,534.0
2270,7.151,5.0002,CRITICAL,174,Prioritize planned maintenance,dev_run_0,533.0
2271,9.0377,5.8077,CRITICAL,175,Prioritize planned maintenance,dev_run_0,532.0
2272,4.5246,5.5511,CRITICAL,176,Prioritize planned maintenance,dev_run_0,531.0
2273,12.7808,6.997,CRITICAL,177,Prioritize planned maintenance,dev_run_0,530.0
2274,7.6185,7.1213,CRITICAL,178,Prioritize planned maintenance,dev_run_0,529.0
2275,4.8581,6.6686,CRITICAL,179,Prioritize planned maintenance,dev_run_0,528.0
2276,3.2846,5.9918,CRITICAL,180,Prioritize planned maintenance,dev_run_0,527.0
2277,7.8532,6.3641,CRITICAL,181,Prioritize planned maintenance,dev_run_0,526.0
2278,2.9638,5.684,CRITICAL,182,Prioritize planned maintenance,dev_run_0,525.0
2279,7.1594,5.9791,CRITICAL,183,Prioritize planned maintenance,dev_run_0,524.0
2280,7.7976,6.3428,CRITICAL,184,Prioritize planned maintenance,dev_run_0,523.0
2281,3.3402,5.7423,CRITICAL,185,Prioritize planned maintenance,dev_run_0,522.0
2282,4.7536,5.5446,CRITICAL,186,Prioritize planned maintenance,dev_run_0,521.0
2283,4.7971,5.3951,CRITICAL,187,Prioritize planned maintenance,dev_run_0,520.0
2284,7.5255,5.8211,CRITICAL,188,Prioritize planned maintenance,dev_run_0,519.0
2285,5.3799,5.7329,CRITICAL,189,Prioritize planned maintenance,dev_run_0,518.0
2286,8.0021,6.1867,CRITICAL,190,Prioritize planned maintenance,dev_run_0,517.0
2287,3.9341,5.7362,CRITICAL,191,Prioritize planned maintenance,dev_run_0,516.0
2288,4.199,5.4288,CRITICAL,192,Prioritize planned maintenance,dev_run_0,515.0
2289,5.2117,5.3853,CRITICAL,193,Prioritize planned maintenance,dev_run_0,514.0
2290,3.5758,5.0234,CRITICAL,194,Prioritize planned maintenance,dev_run_0,513.0
2291,11.0787,6.2345,CRITICAL,195,Prioritize planned maintenance,dev_run_0,512.0
2292,6.4246,6.2725,CRITICAL,196,Prioritize planned maintenance,dev_run_0,511.0
2293,4.3092,5.8799,CRITICAL,197,Prioritize planned maintenance,dev_run_0,510.0
2294,3.8437,5.4726,CRITICAL,198,Prioritize planned maintenance,dev_run_0,509.0
2295,4.1543,5.2089,CRITICAL,199,Prioritize planned maintenance,dev_run_0,508.0
2296,6.3769,5.4425,CRITICAL,200,Prioritize planned maintenance,dev_run_0,507.0
2297,4.925,5.339,CRITICAL,201,Prioritize planned maintenance,dev_run_0,506.0
2298,20.9752,8.4663,CRITICAL,202,Prioritize planned maintenance,dev_run_0,505.0
2299,5.3832,7.8496,CRITICAL,203,Prioritize planned maintenance,dev_run_0,504.0
2300,5.1099,7.3017,CRITICAL,204,Prioritize planned maintenance,dev_run_0,503.0
2301,3.8613,6.6136,CRITICAL,205,Prioritize planned maintenance,dev_run_0,502.0
2302,5.7862,6.4481,CRITICAL,206,Prioritize planned maintenance,dev_run_0,501.0
2303,5.0974,6.178,CRITICAL,207,Prioritize planned maintenance,dev_run_0,500.0
2304,4.7241,5.8872,CRITICAL,208,Prioritize planned maintenance,dev_run_0,499.0
2305,4.1793,5.5456,CRITICAL,209,Prioritize planned maintenance,dev_run_0,498.0
2306,3.8184,5.2002,CRITICAL,210,Prioritize planned maintenance,dev_run_0,497.0
2307,4.7448,5.1091,CRITICAL,211,Prioritize planned maintenance,dev_run_0,496.0
2308,6.8104,5.4494,CRITICAL,212,Prioritize planned maintenance,dev_run_0,495.0
2309,9.5755,6.2746,CRITICAL,213,Prioritize planned maintenance,dev_run_0,494.0
2310,6.6123,6.3421,CRITICAL,214,Prioritize planned maintenance,dev_run_0,493.0
2311,11.9619,7.4661,CRITICAL,215,Prioritize planned maintenance,dev_run_0,492.0
2312,4.3498,6.8428,CRITICAL,216,Prioritize planned maintenance,dev_run_0,491.0
2313,11.8261,7.8395,CRITICAL,217,Prioritize planned maintenance,dev_run_0,490.0
2314,5.4465,7.3609,CRITICAL,218,Prioritize planned maintenance,dev_run_0,489.0
2315,3.3288,6.5545,CRITICAL,219,Prioritize planned maintenance,dev_run_0,488.0
2316,5.8894,6.4215,CRITICAL,220,Prioritize planned maintenance,dev_run_0,487.0
2317,3.6056,5.8583,CRITICAL,221,Prioritize planned maintenance,dev_run_0,486.0
2318,5.8719,5.861,CRITICAL,222,Prioritize planned maintenance,dev_run_0,485.0
2319,6.2283,5.9345,CRITICAL,223,Prioritize planned maintenance,dev_run_0,484.0
2320,3.7894,5.5054,CRITICAL,224,Prioritize planned maintenance,dev_run_0,483.0
2321,3.5305,5.1105,CRITICAL,225,Prioritize planned maintenance,dev_run_0,482.0
2322,5.0168,5.0917,CRITICAL,226,Prioritize planned maintenance,dev_run_0,481.0
2323,10.9004,6.2535,CRITICAL,227,Prioritize planned maintenance,dev_run_0,480.0
2324,5.575,6.1178,CRITICAL,228,Prioritize planned maintenance,dev_run_0,479.0
2325,6.2808,6.1504,CRITICAL,229,Prioritize planned maintenance,dev_run_0,478.0
2326,2.9321,5.5067,CRITICAL,230,Prioritize planned maintenance,dev_run_0,477.0
2327,6.668,5.739,CRITICAL,231,Prioritize planned maintenance,dev_run_0,476.0
2328,6.4442,5.88,CRITICAL,232,Prioritize planned maintenance,dev_run_0,475.0
2329,3.51,5.406,CRITICAL,233,Prioritize planned maintenance,dev_run_0,474.0
2330,5.2901,5.3829,CRITICAL,234,Prioritize planned maintenance,dev_run_0,473.0
2331,4.058,5.1179,CRITICAL,235,Prioritize planned maintenance,dev_run_0,472.0
2332,8.2913,5.7526,CRITICAL,236,Prioritize planned maintenance,dev_run_0,471.0
2333,5.647,5.7315,CRITICAL,237,Prioritize planned maintenance,dev_run_0,470.0
2334,4.2215,5.4295,CRITICAL,238,Prioritize planned maintenance,dev_run_0,469.0
2335,5.2007,5.3837,CRITICAL,239,Prioritize planned maintenance,dev_run_0,468.0
2336,4.8697,5.2809,CRITICAL,240,Prioritize planned maintenance,dev_run_0,467.0
2337,5.788,5.3823,CRITICAL,241,Prioritize planned maintenance,dev_run_0,466.0
2338,4.5804,5.2219,CRITICAL,242,Prioritize planned maintenance,dev_run_0,465.0
2339,3.0274,4.783,CRITICAL,243,Prioritize planned maintenance,dev_run_0,464.0
2340,4.084,4.6432,CRITICAL,244,Prioritize planned maintenance,dev_run_0,463.0
2341,4.9436,4.7033,CRITICAL,245,Prioritize planned maintenance,dev_run_0,462.0
2342,4.1154,4.5857,CRITICAL,246,Prioritize planned maintenance,dev_run_0,461.0
2343,3.6274,4.3941,CRITICAL,247,Prioritize planned maintenance,dev_run_0,460.0
2344,5.8407,4.6834,CRITICAL,248,Prioritize planned maintenance,dev_run_0,459.0
2345,4.7574,4.6982,CRITICAL,249,Prioritize planned maintenance,dev_run_0,458.0
2346,6.737,5.106,CRITICAL,250,Prioritize planned maintenance,dev_run_0,457.0
2347,4.4084,4.9664,CRITICAL,251,Prioritize planned maintenance,dev_run_0,456.0
2348,4.9319,4.9595,CRITICAL,252,Prioritize planned maintenance,dev_run_0,455.0
2349,3.452,4.658,CRITICAL,253,Prioritize planned maintenance,dev_run_0,454.0
2350,6.1186,4.9501,CRITICAL,254,Prioritize planned maintenance,dev_run_0,453.0
2351,6.1492,5.19,CRITICAL,255,Prioritize planned maintenance,dev_run_0,452.0
2352,4.3797,5.0279,CRITICAL,256,Prioritize planned maintenance,dev_run_0,451.0
2353,8.2663,5.6756,CRITICAL,257,Prioritize planned maintenance,dev_run_0,450.0
2354,4.3987,5.4202,CRITICAL,258,Prioritize planned maintenance,dev_run_0,449.0
2355,7.7545,5.8871,CRITICAL,259,Prioritize planned maintenance,dev_run_0,448.0
2356,6.0986,5.9294,CRITICAL,260,Prioritize planned maintenance,dev_run_0,447.0
2357,12.0773,7.1589,CRITICAL,261,Prioritize planned maintenance,dev_run_0,446.0
2358,9.2451,7.5762,CRITICAL,262,Prioritize planned maintenance,dev_run_0,445.0
2359,3.8209,6.8251,CRITICAL,263,Prioritize planned maintenance,dev_run_0,444.0
2360,4.0587,6.2718,CRITICAL,264,Prioritize planned maintenance,dev_run_0,443.0
2361,3.3635,5.6902,CRITICAL,265,Prioritize planned maintenance,dev_run_0,442.0
2362,5.1269,5.5775,CRITICAL,266,Prioritize planned maintenance,dev_run_0,441.0
2363,8.4771,6.1574,CRITICAL,267,Prioritize planned maintenance,dev_run_0,440.0
2364,5.6336,6.0527,CRITICAL,268,Prioritize planned maintenance,dev_run_0,439.0
2365,4.8864,5.8194,CRITICAL,269,Prioritize planned maintenance,dev_run_0,438.0
2366,12.4486,7.1452,CRITICAL,270,Prioritize planned maintenance,dev_run_0,437.0
2367,7.0067,7.1175,CRITICAL,271,Prioritize planned maintenance,dev_run_0,436.0
2368,7.4329,7.1806,CRITICAL,272,Prioritize planned maintenance,dev_run_0,435.0
2369,5.7644,6.8974,CRITICAL,273,Prioritize planned maintenance,dev_run_0,434.0
2370,5.2405,6.566,CRITICAL,274,Prioritize planned maintenance,dev_run_0,433.0
2371,4.175,6.0878,CRITICAL,275,Prioritize planned maintenance,dev_run_0,432.0
2372,4.5656,5.7833,CRITICAL,276,Prioritize planned maintenance,dev_run_0,431.0
2373,3.8923,5.4051,CRITICAL,277,Prioritize planned maintenance,dev_run_0,430.0
2374,3.618,5.0477,CRITICAL,278,Prioritize planned maintenance,dev_run_0,429.0
2375,5.1096,5.0601,CRITICAL,279,Prioritize planned maintenance,dev_run_0,428.0
2376,5.0372,5.0555,CRITICAL,280,Prioritize planned maintenance,dev_run_0,427.0
2377,2.9799,4.6404,CRITICAL,281,Prioritize planned maintenance,dev_run_0,426.0
2378,4.3757,4.5875,CRITICAL,282,Prioritize planned maintenance,dev_run_0,425.0
2379,3.5698,4.3839,CRITICAL,283,Prioritize planned maintenance,dev_run_0,424.0
2380,5.3509,4.5773,CRITICAL,284,Prioritize planned maintenance,dev_run_0,423.0
2381,8.2503,5.3119,CRITICAL,285,Prioritize planned maintenance,dev_run_0,422.0
2382,10.328,6.3151,CRITICAL,286,Prioritize planned maintenance,dev_run_0,421.0
2383,7.9333,6.6388,CRITICAL,287,Prioritize planned maintenance,dev_run_0,420.0
2384,14.5797,8.227,CRITICAL,288,Prioritize planned maintenance,dev_run_0,419.0
2385,9.8224,8.5461,CRITICAL,289,Prioritize planned maintenance,dev_run_0,418.0
2386,7.3547,8.3078,CRITICAL,290,Prioritize planned maintenance,dev_run_0,417.0
2387,4.8698,7.6202,CRITICAL,291,Prioritize planned maintenance,dev_run_0,416.0
2388,7.3017,7.5565,CRITICAL,292,Prioritize planned maintenance,dev_run_0,415.0
2389,6.3583,7.3168,CRITICAL,293,Prioritize planned maintenance,dev_run_0,414.0
2390,6.8254,7.2185,CRITICAL,294,Prioritize planned maintenance,dev_run_0,413.0
2391,5.7035,6.9155,CRITICAL,295,Prioritize planned maintenance,dev_run_0,412.0
2392,5.3994,6.6123,CRITICAL,296,Prioritize planned maintenance,dev_run_0,411.0
2393,3.7146,6.0328,CRITICAL,297,Prioritize planned maintenance,dev_run_0,410.0
2394,4.7485,5.7759,CRITICAL,298,Prioritize planned maintenance,dev_run_0,409.0
